Gene	Vogelstein	COSMIC_CGC	OncoKB	IntOGen
BG_08638	0	0	0	0
BG_08639	0	0	0	0
BG_08640	0	0	0	0
BG_08641	0	0	0	0
BG_08642	0	0	0	0
BG_08643	0	0	0	0
BG_08644	0	0	0	0
BG_08645	0	0	0	0
BG_08646	0	0	0	0
BG_08647	0	0	0	0
BG_08648	0	0	0	0
BG_08649	0	0	0	0
BG_08650	0	0	0	0
BG_08651	0	0	0	0
BG_08652	0	0	0	0
BG_08653	0	0	0	0
BG_08654	0	0	0	0
BG_08655	0	0	0	0
BG_08656	0	0	0	0
BG_08657	0	0	0	0
BG_08658	0	0	0	0
BG_08659	0	0	0	0
BG_08660	0	0	0	0
BG_08661	0	0	0	0
BG_08662	0	0	0	0
BG_08663	0	0	0	0
BG_08664	0	0	0	0
BG_08665	0	0	0	0
BG_08666	0	0	0	0
BG_08667	0	0	0	0
BG_08668	0	0	0	0
BG_08669	0	0	0	0
BG_08670	0	0	0	0
BG_08671	0	0	0	0
BG_08672	0	0	0	0
BG_08673	0	0	0	0
BG_08674	0	0	0	0
BG_08675	0	0	0	0
BG_08676	0	0	0	0
BG_08677	0	0	0	0
BG_08678	0	0	0	0
BG_08679	0	0	0	0
BG_08680	0	0	0	0
BG_08681	0	0	0	0
BG_08682	0	0	0	0
BG_08683	0	0	0	0
BG_08684	0	0	0	0
BG_08685	0	0	0	0
BG_08686	0	0	0	0
BG_08687	0	0	0	0
BG_08688	0	0	0	0
BG_08689	0	0	0	0
BG_08690	0	0	0	0
BG_08691	0	0	0	0
BG_08692	0	0	0	0
BG_08693	0	0	0	0
BG_08694	0	0	0	0
BG_08695	0	0	0	0
BG_08696	0	0	0	0
BG_08697	0	0	0	0
BG_08698	0	0	0	0
BG_08699	0	0	0	0
BG_08700	0	0	0	0
BG_08701	0	0	0	0
BG_08702	0	0	0	0
BG_08703	0	0	0	0
BG_08704	0	0	0	0
BG_08705	0	0	0	0
BG_08706	0	0	0	0
BG_08707	0	0	0	0
BG_08708	0	0	0	0
BG_08709	0	0	0	0
BG_08710	0	0	0	0
BG_08711	0	0	0	0
BG_08712	0	0	0	0
BG_08713	0	0	0	0
BG_08714	0	0	0	0
BG_08715	0	0	0	0
BG_08716	0	0	0	0
BG_08717	0	0	0	0
BG_08718	0	0	0	0
BG_08719	0	0	0	0
BG_08720	0	0	0	0
BG_08721	0	0	0	0
BG_08722	0	0	0	0
BG_08723	0	0	0	0
BG_08724	0	0	0	0
BG_08725	0	0	0	0
BG_08726	0	0	0	0
BG_08727	0	0	0	0
BG_08728	0	0	0	0
BG_08729	0	0	0	0
BG_08730	0	0	0	0
BG_08731	0	0	0	0
BG_08732	0	0	0	0
BG_08733	0	0	0	0
BG_08734	0	0	0	0
BG_08735	0	0	0	0
BG_08736	0	0	0	0
BG_08737	0	0	0	0
BG_08738	0	0	0	0
BG_08739	0	0	0	0
BG_08740	0	0	0	0
BG_08741	0	0	0	0
BG_08742	0	0	0	0
BG_08743	0	0	0	0
BG_08744	0	0	0	0
BG_08745	0	0	0	0
BG_08746	0	0	0	0
BG_08747	0	0	0	0
BG_08748	0	0	0	0
BG_08749	0	0	0	0
BG_08750	0	0	0	0
BG_08751	0	0	0	0
BG_08752	0	0	0	0
BG_08753	0	0	0	0
BG_08754	0	0	0	0
BG_08755	0	0	0	0
BG_08756	0	0	0	0
BG_08757	0	0	0	0
BG_08758	0	0	0	0
BG_08759	0	0	0	0
BG_08760	0	0	0	0
BG_08761	0	0	0	0
BG_08762	0	0	0	0
BG_08763	0	0	0	0
BG_08764	0	0	0	0
BG_08765	0	0	0	0
BG_08766	0	0	0	0
BG_08767	0	0	0	0
BG_08768	0	0	0	0
BG_08769	0	0	0	0
BG_08770	0	0	0	0
BG_08771	0	0	0	0
BG_08772	0	0	0	0
BG_08773	0	0	0	0
BG_08774	0	0	0	0
BG_08775	0	0	0	0
BG_08776	0	0	0	0
BG_08777	0	0	0	0
BG_08778	0	0	0	0
BG_08779	0	0	0	0
BG_08780	0	0	0	0
BG_08781	0	0	0	0
BG_08782	0	0	0	0
BG_08783	0	0	0	0
BG_08784	0	0	0	0
BG_08785	0	0	0	0
BG_08786	0	0	0	0
BG_08787	0	0	0	0
BG_08788	0	0	0	0
BG_08789	0	0	0	0
BG_08790	0	0	0	0
BG_08791	0	0	0	0
BG_08792	0	0	0	0
BG_08793	0	0	0	0
BG_08794	0	0	0	0
BG_08795	0	0	0	0
BG_08796	0	0	0	0
BG_08797	0	0	0	0
BG_08798	0	0	0	0
BG_08799	0	0	0	0
BG_08800	0	0	0	0
BG_08801	0	0	0	0
BG_08802	0	0	0	0
BG_08803	0	0	0	0
BG_08804	0	0	0	0
BG_08805	0	0	0	0
BG_08806	0	0	0	0
BG_08807	0	0	0	0
BG_08808	0	0	0	0
BG_08809	0	0	0	0
BG_08810	0	0	0	0
BG_08811	0	0	0	0
BG_08812	0	0	0	0
BG_08813	0	0	0	0
BG_08814	0	0	0	0
BG_08815	0	0	0	0
BG_08816	0	0	0	0
BG_08817	0	0	0	0
BG_08818	0	0	0	0
BG_08819	0	0	0	0
BG_08820	0	0	0	0
BG_08821	0	0	0	0
BG_08822	0	0	0	0
BG_08823	0	0	0	0
BG_08824	0	0	0	0
BG_08825	0	0	0	0
BG_08826	0	0	0	0
BG_08827	0	0	0	0
BG_08828	0	0	0	0
BG_08829	0	0	0	0
BG_08830	0	0	0	0
BG_08831	0	0	0	0
BG_08832	0	0	0	0
BG_08833	0	0	0	0
BG_08834	0	0	0	0
BG_08835	0	0	0	0
BG_08836	0	0	0	0
BG_08837	0	0	0	0
BG_08838	0	0	0	0
BG_08839	0	0	0	0
BG_08840	0	0	0	0
BG_08841	0	0	0	0
BG_08842	0	0	0	0
BG_08843	0	0	0	0
BG_08844	0	0	0	0
BG_08845	0	0	0	0
BG_08846	0	0	0	0
BG_08847	0	0	0	0
BG_08848	0	0	0	0
BG_08849	0	0	0	0
BG_08850	0	0	0	0
BG_08851	0	0	0	0
BG_08852	0	0	0	0
BG_08853	0	0	0	0
BG_08854	0	0	0	0
BG_08855	0	0	0	0
BG_08856	0	0	0	0
BG_08857	0	0	0	0
BG_08858	0	0	0	0
BG_08859	0	0	0	0
BG_08860	0	0	0	0
BG_08861	0	0	0	0
BG_08862	0	0	0	0
BG_08863	0	0	0	0
BG_08864	0	0	0	0
BG_08865	0	0	0	0
BG_08866	0	0	0	0
BG_08867	0	0	0	0
BG_08868	0	0	0	0
BG_08869	0	0	0	0
BG_08870	0	0	0	0
BG_08871	0	0	0	0
BG_08872	0	0	0	0
BG_08873	0	0	0	0
BG_08874	0	0	0	0
BG_08875	0	0	0	0
BG_08876	0	0	0	0
BG_08877	0	0	0	0
BG_08878	0	0	0	0
BG_08879	0	0	0	0
BG_08880	0	0	0	0
BG_08881	0	0	0	0
BG_08882	0	0	0	0
BG_08883	0	0	0	0
BG_08884	0	0	0	0
BG_08885	0	0	0	0
BG_08886	0	0	0	0
BG_08887	0	0	0	0
BG_08888	0	0	0	0
BG_08889	0	0	0	0
BG_08890	0	0	0	0
BG_08891	0	0	0	0
BG_08892	0	0	0	0
BG_08893	0	0	0	0
BG_08894	0	0	0	0
BG_08895	0	0	0	0
BG_08896	0	0	0	0
BG_08897	0	0	0	0
BG_08898	0	0	0	0
BG_08899	0	0	0	0
BG_08900	0	0	0	0
BG_08901	0	0	0	0
BG_08902	0	0	0	0
BG_08903	0	0	0	0
BG_08904	0	0	0	0
BG_08905	0	0	0	0
BG_08906	0	0	0	0
BG_08907	0	0	0	0
BG_08908	0	0	0	0
BG_08909	0	0	0	0
BG_08910	0	0	0	0
BG_08911	0	0	0	0
BG_08912	0	0	0	0
BG_08913	0	0	0	0
BG_08914	0	0	0	0
BG_08915	0	0	0	0
BG_08916	0	0	0	0
BG_08917	0	0	0	0
BG_08918	0	0	0	0
BG_08919	0	0	0	0
BG_08920	0	0	0	0
BG_08921	0	0	0	0
BG_08922	0	0	0	0
BG_08923	0	0	0	0
BG_08924	0	0	0	0
BG_08925	0	0	0	0
BG_08926	0	0	0	0
BG_08927	0	0	0	0
BG_08928	0	0	0	0
BG_08929	0	0	0	0
BG_08930	0	0	0	0
BG_08931	0	0	0	0
BG_08932	0	0	0	0
BG_08933	0	0	0	0
BG_08934	0	0	0	0
BG_08935	0	0	0	0
BG_08936	0	0	0	0
BG_08937	0	0	0	0
BG_08938	0	0	0	0
BG_08939	0	0	0	0
BG_08940	0	0	0	0
BG_08941	0	0	0	0
BG_08942	0	0	0	0
BG_08943	0	0	0	0
BG_08944	0	0	0	0
BG_08945	0	0	0	0
BG_08946	0	0	0	0
BG_08947	0	0	0	0
BG_08948	0	0	0	0
BG_08949	0	0	0	0
BG_08950	0	0	0	0
BG_08951	0	0	0	0
BG_08952	0	0	0	0
BG_08953	0	0	0	0
BG_08954	0	0	0	0
BG_08955	0	0	0	0
BG_08956	0	0	0	0
BG_08957	0	0	0	0
BG_08958	0	0	0	0
BG_08959	0	0	0	0
BG_08960	0	0	0	0
BG_08961	0	0	0	0
BG_08962	0	0	0	0
BG_08963	0	0	0	0
BG_08964	0	0	0	0
BG_08965	0	0	0	0
BG_08966	0	0	0	0
BG_08967	0	0	0	0
BG_08968	0	0	0	0
BG_08969	0	0	0	0
BG_08970	0	0	0	0
BG_08971	0	0	0	0
BG_08972	0	0	0	0
BG_08973	0	0	0	0
BG_08974	0	0	0	0
BG_08975	0	0	0	0
BG_08976	0	0	0	0
BG_08977	0	0	0	0
BG_08978	0	0	0	0
BG_08979	0	0	0	0
BG_08980	0	0	0	0
BG_08981	0	0	0	0
BG_08982	0	0	0	0
BG_08983	0	0	0	0
BG_08984	0	0	0	0
BG_08985	0	0	0	0
BG_08986	0	0	0	0
BG_08987	0	0	0	0
BG_08988	0	0	0	0
BG_08989	0	0	0	0
BG_08990	0	0	0	0
BG_08991	0	0	0	0
BG_08992	0	0	0	0
BG_08993	0	0	0	0
BG_08994	0	0	0	0
BG_08995	0	0	0	0
BG_08996	0	0	0	0
BG_08997	0	0	0	0
BG_08998	0	0	0	0
BG_08999	0	0	0	0
BG_09000	0	0	0	0
BG_09001	0	0	0	0
BG_09002	0	0	0	0
BG_09003	0	0	0	0
BG_09004	0	0	0	0
BG_09005	0	0	0	0
BG_09006	0	0	0	0
BG_09007	0	0	0	0
BG_09008	0	0	0	0
BG_09009	0	0	0	0
BG_09010	0	0	0	0
BG_09011	0	0	0	0
BG_09012	0	0	0	0
BG_09013	0	0	0	0
BG_09014	0	0	0	0
BG_09015	0	0	0	0
BG_09016	0	0	0	0
BG_09017	0	0	0	0
BG_09018	0	0	0	0
BG_09019	0	0	0	0
BG_09020	0	0	0	0
BG_09021	0	0	0	0
BG_09022	0	0	0	0
BG_09023	0	0	0	0
BG_09024	0	0	0	0
BG_09025	0	0	0	0
BG_09026	0	0	0	0
BG_09027	0	0	0	0
BG_09028	0	0	0	0
BG_09029	0	0	0	0
BG_09030	0	0	0	0
BG_09031	0	0	0	0
BG_09032	0	0	0	0
BG_09033	0	0	0	0
BG_09034	0	0	0	0
BG_09035	0	0	0	0
BG_09036	0	0	0	0
BG_09037	0	0	0	0
BG_09038	0	0	0	0
BG_09039	0	0	0	0
BG_09040	0	0	0	0
BG_09041	0	0	0	0
BG_09042	0	0	0	0
BG_09043	0	0	0	0
BG_09044	0	0	0	0
BG_09045	0	0	0	0
BG_09046	0	0	0	0
BG_09047	0	0	0	0
BG_09048	0	0	0	0
BG_09049	0	0	0	0
BG_09050	0	0	0	0
BG_09051	0	0	0	0
BG_09052	0	0	0	0
BG_09053	0	0	0	0
BG_09054	0	0	0	0
BG_09055	0	0	0	0
BG_09056	0	0	0	0
BG_09057	0	0	0	0
BG_09058	0	0	0	0
BG_09059	0	0	0	0
BG_09060	0	0	0	0
BG_09061	0	0	0	0
BG_09062	0	0	0	0
BG_09063	0	0	0	0
BG_09064	0	0	0	0
BG_09065	0	0	0	0
BG_09066	0	0	0	0
BG_09067	0	0	0	0
BG_09068	0	0	0	0
BG_09069	0	0	0	0
BG_09070	0	0	0	0
BG_09071	0	0	0	0
BG_09072	0	0	0	0
BG_09073	0	0	0	0
BG_09074	0	0	0	0
BG_09075	0	0	0	0
BG_09076	0	0	0	0
BG_09077	0	0	0	0
BG_09078	0	0	0	0
BG_09079	0	0	0	0
BG_09080	0	0	0	0
BG_09081	0	0	0	0
BG_09082	0	0	0	0
BG_09083	0	0	0	0
BG_09084	0	0	0	0
BG_09085	0	0	0	0
BG_09086	0	0	0	0
BG_09087	0	0	0	0
BG_09088	0	0	0	0
BG_09089	0	0	0	0
BG_09090	0	0	0	0
BG_09091	0	0	0	0
BG_09092	0	0	0	0
BG_09093	0	0	0	0
BG_09094	0	0	0	0
BG_09095	0	0	0	0
BG_09096	0	0	0	0
BG_09097	0	0	0	0
BG_09098	0	0	0	0
BG_09099	0	0	0	0
BG_09100	0	0	0	0
BG_09101	0	0	0	0
BG_09102	0	0	0	0
BG_09103	0	0	0	0
BG_09104	0	0	0	0
BG_09105	0	0	0	0
BG_09106	0	0	0	0
BG_09107	0	0	0	0
BG_09108	0	0	0	0
BG_09109	0	0	0	0
BG_09110	0	0	0	0
BG_09111	0	0	0	0
BG_09112	0	0	0	0
BG_09113	0	0	0	0
BG_09114	0	0	0	0
BG_09115	0	0	0	0
BG_09116	0	0	0	0
BG_09117	0	0	0	0
BG_09118	0	0	0	0
BG_09119	0	0	0	0
BG_09120	0	0	0	0
BG_09121	0	0	0	0
BG_09122	0	0	0	0
BG_09123	0	0	0	0
BG_09124	0	0	0	0
BG_09125	0	0	0	0
BG_09126	0	0	0	0
BG_09127	0	0	0	0
BG_09128	0	0	0	0
BG_09129	0	0	0	0
BG_09130	0	0	0	0
BG_09131	0	0	0	0
BG_09132	0	0	0	0
BG_09133	0	0	0	0
BG_09134	0	0	0	0
BG_09135	0	0	0	0
BG_09136	0	0	0	0
BG_09137	0	0	0	0
BG_09138	0	0	0	0
BG_09139	0	0	0	0
BG_09140	0	0	0	0
BG_09141	0	0	0	0
BG_09142	0	0	0	0
BG_09143	0	0	0	0
BG_09144	0	0	0	0
BG_09145	0	0	0	0
BG_09146	0	0	0	0
BG_09147	0	0	0	0
BG_09148	0	0	0	0
BG_09149	0	0	0	0
BG_09150	0	0	0	0
BG_09151	0	0	0	0
BG_09152	0	0	0	0
BG_09153	0	0	0	0
BG_09154	0	0	0	0
BG_09155	0	0	0	0
BG_09156	0	0	0	0
BG_09157	0	0	0	0
BG_09158	0	0	0	0
BG_09159	0	0	0	0
BG_09160	0	0	0	0
BG_09161	0	0	0	0
BG_09162	0	0	0	0
BG_09163	0	0	0	0
BG_09164	0	0	0	0
BG_09165	0	0	0	0
BG_09166	0	0	0	0
BG_09167	0	0	0	0
BG_09168	0	0	0	0
BG_09169	0	0	0	0
BG_09170	0	0	0	0
BG_09171	0	0	0	0
BG_09172	0	0	0	0
BG_09173	0	0	0	0
BG_09174	0	0	0	0
BG_09175	0	0	0	0
BG_09176	0	0	0	0
BG_09177	0	0	0	0
BG_09178	0	0	0	0
BG_09179	0	0	0	0
BG_09180	0	0	0	0
BG_09181	0	0	0	0
BG_09182	0	0	0	0
BG_09183	0	0	0	0
BG_09184	0	0	0	0
BG_09185	0	0	0	0
BG_09186	0	0	0	0
BG_09187	0	0	0	0
BG_09188	0	0	0	0
BG_09189	0	0	0	0
BG_09190	0	0	0	0
BG_09191	0	0	0	0
BG_09192	0	0	0	0
BG_09193	0	0	0	0
BG_09194	0	0	0	0
BG_09195	0	0	0	0
BG_09196	0	0	0	0
BG_09197	0	0	0	0
BG_09198	0	0	0	0
BG_09199	0	0	0	0
BG_09200	0	0	0	0
BG_09201	0	0	0	0
BG_09202	0	0	0	0
BG_09203	0	0	0	0
BG_09204	0	0	0	0
BG_09205	0	0	0	0
BG_09206	0	0	0	0
BG_09207	0	0	0	0
BG_09208	0	0	0	0
BG_09209	0	0	0	0
BG_09210	0	0	0	0
BG_09211	0	0	0	0
BG_09212	0	0	0	0
BG_09213	0	0	0	0
BG_09214	0	0	0	0
BG_09215	0	0	0	0
BG_09216	0	0	0	0
BG_09217	0	0	0	0
BG_09218	0	0	0	0
BG_09219	0	0	0	0
BG_09220	0	0	0	0
BG_09221	0	0	0	0
BG_09222	0	0	0	0
BG_09223	0	0	0	0
BG_09224	0	0	0	0
BG_09225	0	0	0	0
BG_09226	0	0	0	0
BG_09227	0	0	0	0
BG_09228	0	0	0	0
BG_09229	0	0	0	0
BG_09230	0	0	0	0
BG_09231	0	0	0	0
BG_09232	0	0	0	0
BG_09233	0	0	0	0
BG_09234	0	0	0	0
BG_09235	0	0	0	0
BG_09236	0	0	0	0
BG_09237	0	0	0	0
BG_09238	0	0	0	0
BG_09239	0	0	0	0
BG_09240	0	0	0	0
BG_09241	0	0	0	0
BG_09242	0	0	0	0
BG_09243	0	0	0	0
BG_09244	0	0	0	0
BG_09245	0	0	0	0
BG_09246	0	0	0	0
BG_09247	0	0	0	0
BG_09248	0	0	0	0
BG_09249	0	0	0	0
BG_09250	0	0	0	0
BG_09251	0	0	0	0
BG_09252	0	0	0	0
BG_09253	0	0	0	0
BG_09254	0	0	0	0
BG_09255	0	0	0	0
BG_09256	0	0	0	0
BG_09257	0	0	0	0
BG_09258	0	0	0	0
BG_09259	0	0	0	0
BG_09260	0	0	0	0
BG_09261	0	0	0	0
BG_09262	0	0	0	0
BG_09263	0	0	0	0
BG_09264	0	0	0	0
BG_09265	0	0	0	0
BG_09266	0	0	0	0
BG_09267	0	0	0	0
BG_09268	0	0	0	0
BG_09269	0	0	0	0
BG_09270	0	0	0	0
BG_09271	0	0	0	0
BG_09272	0	0	0	0
BG_09273	0	0	0	0
BG_09274	0	0	0	0
BG_09275	0	0	0	0
BG_09276	0	0	0	0
BG_09277	0	0	0	0
BG_09278	0	0	0	0
BG_09279	0	0	0	0
BG_09280	0	0	0	0
BG_09281	0	0	0	0
BG_09282	0	0	0	0
BG_09283	0	0	0	0
BG_09284	0	0	0	0
BG_09285	0	0	0	0
BG_09286	0	0	0	0
BG_09287	0	0	0	0
BG_09288	0	0	0	0
BG_09289	0	0	0	0
BG_09290	0	0	0	0
BG_09291	0	0	0	0
BG_09292	0	0	0	0
BG_09293	0	0	0	0
BG_09294	0	0	0	0
BG_09295	0	0	0	0
BG_09296	0	0	0	0
BG_09297	0	0	0	0
BG_09298	0	0	0	0
BG_09299	0	0	0	0
BG_09300	0	0	0	0
BG_09301	0	0	0	0
BG_09302	0	0	0	0
BG_09303	0	0	0	0
BG_09304	0	0	0	0
BG_09305	0	0	0	0
BG_09306	0	0	0	0
BG_09307	0	0	0	0
BG_09308	0	0	0	0
BG_09309	0	0	0	0
BG_09310	0	0	0	0
BG_09311	0	0	0	0
BG_09312	0	0	0	0
BG_09313	0	0	0	0
BG_09314	0	0	0	0
BG_09315	0	0	0	0
BG_09316	0	0	0	0
BG_09317	0	0	0	0
BG_09318	0	0	0	0
BG_09319	0	0	0	0
BG_09320	0	0	0	0
BG_09321	0	0	0	0
BG_09322	0	0	0	0
BG_09323	0	0	0	0
BG_09324	0	0	0	0
BG_09325	0	0	0	0
BG_09326	0	0	0	0
BG_09327	0	0	0	0
BG_09328	0	0	0	0
BG_09329	0	0	0	0
BG_09330	0	0	0	0
BG_09331	0	0	0	0
BG_09332	0	0	0	0
BG_09333	0	0	0	0
BG_09334	0	0	0	0
BG_09335	0	0	0	0
BG_09336	0	0	0	0
BG_09337	0	0	0	0
BG_09338	0	0	0	0
BG_09339	0	0	0	0
BG_09340	0	0	0	0
BG_09341	0	0	0	0
BG_09342	0	0	0	0
BG_09343	0	0	0	0
BG_09344	0	0	0	0
BG_09345	0	0	0	0
BG_09346	0	0	0	0
BG_09347	0	0	0	0
BG_09348	0	0	0	0
BG_09349	0	0	0	0
BG_09350	0	0	0	0
BG_09351	0	0	0	0
BG_09352	0	0	0	0
BG_09353	0	0	0	0
BG_09354	0	0	0	0
BG_09355	0	0	0	0
BG_09356	0	0	0	0
BG_09357	0	0	0	0
BG_09358	0	0	0	0
BG_09359	0	0	0	0
BG_09360	0	0	0	0
BG_09361	0	0	0	0
BG_09362	0	0	0	0
BG_09363	0	0	0	0
BG_09364	0	0	0	0
BG_09365	0	0	0	0
BG_09366	0	0	0	0
BG_09367	0	0	0	0
BG_09368	0	0	0	0
BG_09369	0	0	0	0
BG_09370	0	0	0	0
BG_09371	0	0	0	0
BG_09372	0	0	0	0
BG_09373	0	0	0	0
BG_09374	0	0	0	0
BG_09375	0	0	0	0
BG_09376	0	0	0	0
BG_09377	0	0	0	0
BG_09378	0	0	0	0
BG_09379	0	0	0	0
BG_09380	0	0	0	0
BG_09381	0	0	0	0
BG_09382	0	0	0	0
BG_09383	0	0	0	0
BG_09384	0	0	0	0
BG_09385	0	0	0	0
BG_09386	0	0	0	0
BG_09387	0	0	0	0
BG_09388	0	0	0	0
BG_09389	0	0	0	0
BG_09390	0	0	0	0
BG_09391	0	0	0	0
BG_09392	0	0	0	0
BG_09393	0	0	0	0
BG_09394	0	0	0	0
BG_09395	0	0	0	0
BG_09396	0	0	0	0
BG_09397	0	0	0	0
BG_09398	0	0	0	0
BG_09399	0	0	0	0
BG_09400	0	0	0	0
BG_09401	0	0	0	0
BG_09402	0	0	0	0
BG_09403	0	0	0	0
BG_09404	0	0	0	0
BG_09405	0	0	0	0
BG_09406	0	0	0	0
BG_09407	0	0	0	0
BG_09408	0	0	0	0
BG_09409	0	0	0	0
BG_09410	0	0	0	0
BG_09411	0	0	0	0
BG_09412	0	0	0	0
BG_09413	0	0	0	0
BG_09414	0	0	0	0
BG_09415	0	0	0	0
BG_09416	0	0	0	0
BG_09417	0	0	0	0
BG_09418	0	0	0	0
BG_09419	0	0	0	0
BG_09420	0	0	0	0
BG_09421	0	0	0	0
BG_09422	0	0	0	0
BG_09423	0	0	0	0
BG_09424	0	0	0	0
BG_09425	0	0	0	0
BG_09426	0	0	0	0
BG_09427	0	0	0	0
BG_09428	0	0	0	0
BG_09429	0	0	0	0
BG_09430	0	0	0	0
BG_09431	0	0	0	0
BG_09432	0	0	0	0
BG_09433	0	0	0	0
BG_09434	0	0	0	0
BG_09435	0	0	0	0
BG_09436	0	0	0	0
BG_09437	0	0	0	0
BG_09438	0	0	0	0
BG_09439	0	0	0	0
BG_09440	0	0	0	0
BG_09441	0	0	0	0
BG_09442	0	0	0	0
BG_09443	0	0	0	0
BG_09444	0	0	0	0
BG_09445	0	0	0	0
BG_09446	0	0	0	0
BG_09447	0	0	0	0
BG_09448	0	0	0	0
BG_09449	0	0	0	0
BG_09450	0	0	0	0
BG_09451	0	0	0	0
BG_09452	0	0	0	0
BG_09453	0	0	0	0
BG_09454	0	0	0	0
BG_09455	0	0	0	0
BG_09456	0	0	0	0
BG_09457	0	0	0	0
BG_09458	0	0	0	0
BG_09459	0	0	0	0
BG_09460	0	0	0	0
BG_09461	0	0	0	0
BG_09462	0	0	0	0
BG_09463	0	0	0	0
BG_09464	0	0	0	0
BG_09465	0	0	0	0
BG_09466	0	0	0	0
BG_09467	0	0	0	0
BG_09468	0	0	0	0
BG_09469	0	0	0	0
BG_09470	0	0	0	0
BG_09471	0	0	0	0
BG_09472	0	0	0	0
BG_09473	0	0	0	0
BG_09474	0	0	0	0
BG_09475	0	0	0	0
BG_09476	0	0	0	0
BG_09477	0	0	0	0
BG_09478	0	0	0	0
BG_09479	0	0	0	0
BG_09480	0	0	0	0
BG_09481	0	0	0	0
BG_09482	0	0	0	0
BG_09483	0	0	0	0
BG_09484	0	0	0	0
BG_09485	0	0	0	0
BG_09486	0	0	0	0
BG_09487	0	0	0	0
BG_09488	0	0	0	0
BG_09489	0	0	0	0
BG_09490	0	0	0	0
BG_09491	0	0	0	0
BG_09492	0	0	0	0
BG_09493	0	0	0	0
BG_09494	0	0	0	0
BG_09495	0	0	0	0
BG_09496	0	0	0	0
BG_09497	0	0	0	0
BG_09498	0	0	0	0
BG_09499	0	0	0	0
BG_09500	0	0	0	0
BG_09501	0	0	0	0
BG_09502	0	0	0	0
BG_09503	0	0	0	0
BG_09504	0	0	0	0
BG_09505	0	0	0	0
BG_09506	0	0	0	0
BG_09507	0	0	0	0
BG_09508	0	0	0	0
BG_09509	0	0	0	0
BG_09510	0	0	0	0
BG_09511	0	0	0	0
BG_09512	0	0	0	0
BG_09513	0	0	0	0
BG_09514	0	0	0	0
BG_09515	0	0	0	0
BG_09516	0	0	0	0
BG_09517	0	0	0	0
BG_09518	0	0	0	0
BG_09519	0	0	0	0
BG_09520	0	0	0	0
BG_09521	0	0	0	0
BG_09522	0	0	0	0
BG_09523	0	0	0	0
BG_09524	0	0	0	0
BG_09525	0	0	0	0
BG_09526	0	0	0	0
BG_09527	0	0	0	0
BG_09528	0	0	0	0
BG_09529	0	0	0	0
BG_09530	0	0	0	0
BG_09531	0	0	0	0
BG_09532	0	0	0	0
BG_09533	0	0	0	0
BG_09534	0	0	0	0
BG_09535	0	0	0	0
BG_09536	0	0	0	0
BG_09537	0	0	0	0
BG_09538	0	0	0	0
BG_09539	0	0	0	0
BG_09540	0	0	0	0
BG_09541	0	0	0	0
BG_09542	0	0	0	0
BG_09543	0	0	0	0
BG_09544	0	0	0	0
BG_09545	0	0	0	0
BG_09546	0	0	0	0
BG_09547	0	0	0	0
BG_09548	0	0	0	0
BG_09549	0	0	0	0
BG_09550	0	0	0	0
BG_09551	0	0	0	0
BG_09552	0	0	0	0
BG_09553	0	0	0	0
BG_09554	0	0	0	0
BG_09555	0	0	0	0
BG_09556	0	0	0	0
BG_09557	0	0	0	0
BG_09558	0	0	0	0
BG_09559	0	0	0	0
BG_09560	0	0	0	0
BG_09561	0	0	0	0
BG_09562	0	0	0	0
BG_09563	0	0	0	0
BG_09564	0	0	0	0
BG_09565	0	0	0	0
BG_09566	0	0	0	0
BG_09567	0	0	0	0
BG_09568	0	0	0	0
BG_09569	0	0	0	0
BG_09570	0	0	0	0
BG_09571	0	0	0	0
BG_09572	0	0	0	0
BG_09573	0	0	0	0
BG_09574	0	0	0	0
BG_09575	0	0	0	0
BG_09576	0	0	0	0
BG_09577	0	0	0	0
BG_09578	0	0	0	0
BG_09579	0	0	0	0
BG_09580	0	0	0	0
BG_09581	0	0	0	0
BG_09582	0	0	0	0
BG_09583	0	0	0	0
BG_09584	0	0	0	0
BG_09585	0	0	0	0
BG_09586	0	0	0	0
BG_09587	0	0	0	0
BG_09588	0	0	0	0
BG_09589	0	0	0	0
BG_09590	0	0	0	0
BG_09591	0	0	0	0
BG_09592	0	0	0	0
BG_09593	0	0	0	0
BG_09594	0	0	0	0
BG_09595	0	0	0	0
BG_09596	0	0	0	0
BG_09597	0	0	0	0
BG_09598	0	0	0	0
BG_09599	0	0	0	0
BG_09600	0	0	0	0
BG_09601	0	0	0	0
BG_09602	0	0	0	0
BG_09603	0	0	0	0
BG_09604	0	0	0	0
BG_09605	0	0	0	0
BG_09606	0	0	0	0
BG_09607	0	0	0	0
BG_09608	0	0	0	0
BG_09609	0	0	0	0
BG_09610	0	0	0	0
BG_09611	0	0	0	0
BG_09612	0	0	0	0
BG_09613	0	0	0	0
BG_09614	0	0	0	0
BG_09615	0	0	0	0
BG_09616	0	0	0	0
BG_09617	0	0	0	0
BG_09618	0	0	0	0
BG_09619	0	0	0	0
BG_09620	0	0	0	0
BG_09621	0	0	0	0
BG_09622	0	0	0	0
BG_09623	0	0	0	0
BG_09624	0	0	0	0
BG_09625	0	0	0	0
BG_09626	0	0	0	0
BG_09627	0	0	0	0
BG_09628	0	0	0	0
BG_09629	0	0	0	0
BG_09630	0	0	0	0
BG_09631	0	0	0	0
BG_09632	0	0	0	0
BG_09633	0	0	0	0
BG_09634	0	0	0	0
